;competencia;municipio;secao;subclasse;admitidos;desligados;saldo
183099;202007;352590;Q;8630503;1;0;1
184318;202007;352590;G;4759899;0;1;-1
184583;202007;352590;C;2222600;0;28;-28
185050;202007;352590;G;4771701;1;1;0
185061;202007;352590;C;3314707;0;2;-2
186983;202007;352590;C;1629301;5;0;5
187170;202007;352590;G;4731800;3;0;3
187866;202007;352590;S;9609299;2;1;1
187874;202007;352590;G;4712100;4;2;2
187875;202007;352590;N;8299799;6;0;6
188130;202007;352590;G;4771701;1;0;1
188168;202007;352590;N;7911200;0;1;-1
188249;202007;352590;H;4930202;0;2;-2
189324;202007;352590;Q;8630502;4;1;3
189471;202007;352590;F;4321500;7;1;6
189541;202007;352590;G;4645103;0;1;-1
189793;202007;352590;H;4930202;4;2;2
189794;202007;352590;G;4687703;1;0;1
189924;202007;352590;M;6920601;0;1;-1
190325;202007;352590;F;4330401;2;0;2
191434;202007;352590;P;8511200;0;2;-2
191672;202007;352590;H;4930202;15;11;4
191837;202007;352590;F;4213800;2;3;-1
191901;202007;352590;C;1099699;1;0;1
192988;202007;352590;C;1099699;1;0;1
193061;202007;352590;G;4646001;1;0;1
193615;202007;352590;P;8599604;2;0;2
193638;202007;352590;G;4712100;1;1;0
194443;202007;352590;G;4781400;3;22;-19
194453;202007;352590;G;4511104;3;1;2
194470;202007;352590;P;8513900;1;0;1
194472;202007;352590;N;8130300;5;8;-3
194474;202007;352590;G;4789099;3;1;2
195070;202007;352590;G;4761003;1;0;1
196119;202007;352590;G;4633801;0;1;-1
196153;202007;352590;M;6920601;1;1;0
196390;202007;352590;N;8299799;1;1;0
196432;202007;352590;L;6821802;0;1;-1
196739;202007;352590;N;8299799;7;0;7
197019;202007;352590;C;2311700;1;0;1
197020;202007;352590;G;4744002;0;1;-1
197598;202007;352590;G;4751201;1;0;1
197609;202007;352590;H;5212500;9;4;5
197954;202007;352590;C;2349401;3;0;3
198344;202007;352590;Q;8630501;1;0;1
199543;202007;352590;G;4773300;1;0;1
199663;202007;352590;F;4321500;2;0;2
199906;202007;352590;N;8211300;0;2;-2
201187;202007;352590;N;8011101;0;1;-1
201215;202007;352590;G;4781400;0;1;-1
201964;202007;352590;F;4120400;0;2;-2
202054;202007;352590;G;4731800;0;1;-1
202161;202007;352590;Q;8711502;0;1;-1
202246;202007;352590;G;4649499;0;1;-1
202743;202007;352590;G;4772500;0;4;-4
203121;202007;352590;G;4789002;0;1;-1
203242;202007;352590;G;4744004;0;2;-2
203531;202007;352590;C;2599399;6;11;-5
204238;202007;352590;Q;8712300;0;2;-2
204433;202007;352590;C;1091101;1;1;0
206048;202007;352590;C;1733800;3;1;2
206231;202007;352590;I;5611203;0;3;-3
206264;202007;352590;I;5611203;0;1;-1
206580;202007;352590;P;8599603;0;2;-2
206607;202007;352590;H;4930202;0;2;-2
206769;202007;352590;C;3314799;3;1;2
206927;202007;352590;I;5611201;0;1;-1
207410;202007;352590;N;8299799;0;1;-1
208081;202007;352590;G;4789002;0;1;-1
208597;202007;352590;F;4120400;4;1;3
208980;202007;352590;J;6311900;3;0;3
209018;202007;352590;C;2790299;1;1;0
210246;202007;352590;G;4789004;0;1;-1
210281;202007;352590;I;5611201;0;1;-1
210468;202007;352590;I;5611202;1;0;1
210927;202007;352590;C;1733800;0;2;-2
211119;202007;352590;P;8520100;0;1;-1
211133;202007;352590;F;4322301;0;1;-1
211927;202007;352590;J;6203100;0;1;-1
212042;202007;352590;M;6920601;1;2;-1
212097;202007;352590;G;4731800;1;1;0
212225;202007;352590;G;4713002;0;1;-1
212358;202007;352590;N;8112500;1;0;1
212828;202007;352590;G;4761001;0;3;-3
213182;202007;352590;F;4399103;0;1;-1
213508;202007;352590;C;1066000;22;12;10
213880;202007;352590;G;4781400;0;1;-1
213926;202007;352590;H;4930202;2;9;-7
213949;202007;352590;S;9521500;1;1;0
214412;202007;352590;G;4712100;0;1;-1
214457;202007;352590;C;3250705;1;1;0
214465;202007;352590;I;5611203;1;1;0
214527;202007;352590;S;9521500;0;1;-1
214976;202007;352590;M;7490199;1;14;-13
215000;202007;352590;P;8512100;0;1;-1
215002;202007;352590;E;3821100;10;5;5
215004;202007;352590;I;5611201;3;1;2
215039;202007;352590;K;6462000;1;0;1
215091;202007;352590;N;8111700;28;13;15
215752;202007;352590;I;5611203;0;1;-1
216135;202007;352590;F;4120400;8;0;8
216619;202007;352590;C;2229399;1;0;1
216718;202007;352590;G;4711302;0;1;-1
216925;202007;352590;I;5611201;2;4;-2
217159;202007;352590;I;5611201;0;1;-1
217266;202007;352590;G;4712100;3;1;2
218168;202007;352590;N;8111700;0;1;-1
218353;202007;352590;C;3250706;0;1;-1
218929;202007;352590;J;6190601;4;2;2
218931;202007;352590;N;8121400;1;2;-1
218936;202007;352590;G;4520005;3;0;3
219039;202007;352590;G;4744001;2;1;1
219048;202007;352590;G;4520002;0;1;-1
220313;202007;352590;H;4930201;0;1;-1
220435;202007;352590;L;6821801;2;3;-1
221588;202007;352590;N;8211300;1;0;1
222651;202007;352590;G;4743100;2;1;1
222767;202007;352590;I;5611203;0;1;-1
223062;202007;352590;H;4930202;0;1;-1
224191;202007;352590;S;9420100;1;0;1
224627;202007;352590;N;7739099;0;1;-1
224723;202007;352590;G;4772500;2;0;2
224724;202007;352590;G;4772500;0;1;-1
225011;202007;352590;S;9511800;1;0;1
225529;202007;352590;M;6920601;0;1;-1
226345;202007;352590;G;4691500;8;3;5
227568;202007;352590;M;7311400;1;2;-1
227641;202007;352590;I;5611203;0;1;-1
227647;202007;352590;I;5611203;0;4;-4
227921;202007;352590;I;5611203;0;3;-3
228003;202007;352590;M;7020400;1;0;1
228087;202007;352590;C;1091102;1;1;0
228469;202007;352590;C;3314704;1;0;1
228828;202007;352590;F;4330403;0;1;-1
228833;202007;352590;F;4330499;0;2;-2
229624;202007;352590;L;6810201;0;1;-1
230225;202007;352590;G;4637199;1;0;1
230808;202007;352590;G;4639701;0;1;-1
230915;202007;352590;G;4619200;1;0;1
231185;202007;352590;I;5620104;0;1;-1
231190;202007;352590;Q;8630502;2;2;0
231356;202007;352590;G;4761003;1;0;1
231665;202007;352590;G;4689399;0;1;-1
231882;202007;352590;H;4930201;1;0;1
232124;202007;352590;G;4772500;0;1;-1
232298;202007;352590;F;4399101;1;0;1
232401;202007;352590;G;4669999;1;4;-3
232989;202007;352590;H;4930202;0;1;-1
233087;202007;352590;G;4763601;0;2;-2
233374;202007;352590;C;3314713;0;1;-1
233408;202007;352590;M;6920601;0;1;-1
233522;202007;352590;P;8512100;0;1;-1
234000;202007;352590;M;6920601;1;1;0
234843;202007;352590;G;4744005;0;1;-1
234878;202007;352590;D;3511502;0;2;-2
235378;202007;352590;G;4722901;0;1;-1
235887;202007;352590;G;4781400;1;0;1
236767;202007;352590;G;4686902;3;1;2
236831;202007;352590;C;3314708;0;1;-1
237005;202007;352590;F;4330499;1;2;-1
237089;202007;352590;N;8220200;0;1;-1
237683;202007;352590;K;6622300;2;0;2
237795;202007;352590;G;4731800;1;1;0
237898;202007;352590;G;4763603;0;1;-1
238160;202007;352590;N;8230001;1;0;1
238273;202007;352590;P;8512100;0;3;-3
238697;202007;352590;C;2731700;0;9;-9
238739;202007;352590;J;6190601;1;0;1
238929;202007;352590;H;4930201;0;1;-1
239086;202007;352590;G;4789099;1;1;0
239163;202007;352590;I;5611201;0;1;-1
239251;202007;352590;H;4930201;1;0;1
239672;202007;352590;N;8112500;2;1;1
239685;202007;352590;N;7911200;0;1;-1
239709;202007;352590;H;5211701;25;9;16
240660;202007;352590;G;4530704;3;1;2
240903;202007;352590;N;8219999;1;0;1
241108;202007;352590;C;2399101;1;0;1
241807;202007;352590;N;8111700;1;0;1
241990;202007;352590;C;3314702;3;1;2
242155;202007;352590;G;4754701;47;5;42
242668;202007;352590;C;1091102;1;0;1
242793;202007;352590;G;4744099;2;0;2
242803;202007;352590;G;4771702;2;3;-1
242804;202007;352590;C;1091101;1;3;-2
242809;202007;352590;C;2599399;13;6;7
242923;202007;352590;C;3314708;2;1;1
243150;202007;352590;C;1091100;1;0;1
243886;202007;352590;H;4930202;1;0;1
244520;202007;352590;P;8520100;0;2;-2
245040;202007;352590;F;4399103;2;1;1
246568;202007;352590;F;4120400;1;0;1
246832;202007;352590;F;4399199;1;0;1
246951;202007;352590;F;4330402;0;1;-1
247286;202007;352590;G;4530703;4;0;4
247497;202007;352590;G;4713002;0;1;-1
247832;202007;352590;M;6920601;0;1;-1
248678;202007;352590;G;4763601;1;0;1
248736;202007;352590;F;4322303;1;0;1
249363;202007;352590;G;4741500;1;0;1
249366;202007;352590;C;2522500;2;1;1
249897;202007;352590;C;1052000;1;0;1
250006;202007;352590;G;4772500;0;1;-1
250542;202007;352590;G;4741500;2;0;2
251302;202007;352590;G;4774100;0;4;-4
251364;202007;352590;S;9602501;0;2;-2
251544;202007;352590;N;7810800;5;1;4
251551;202007;352590;G;4721104;8;3;5
251552;202007;352590;G;4637107;1;0;1
251623;202007;352590;C;3101200;6;1;5
251625;202007;352590;G;4754701;4;1;3
251930;202007;352590;C;3321000;3;0;3
252437;202007;352590;J;6190699;1;0;1
253059;202007;352590;Q;8712300;4;3;1
253346;202007;352590;F;4120400;0;1;-1
253510;202007;352590;G;4744099;6;6;0
253716;202007;352590;G;4721104;0;1;-1
253717;202007;352590;G;4721104;0;2;-2
253813;202007;352590;N;7732201;0;2;-2
253818;202007;352590;I;5611201;0;1;-1
253830;202007;352590;G;4663000;1;0;1
253982;202007;352590;H;4930201;0;1;-1
254040;202007;352590;I;5611202;0;2;-2
256137;202007;352590;P;8512100;0;1;-1
256324;202007;352590;C;2229303;1;0;1
256413;202007;352590;G;4782201;1;2;-1
257181;202007;352590;F;4120400;0;2;-2
257382;202007;352590;N;7711000;1;0;1
257515;202007;352590;C;2823200;0;1;-1
257603;202007;352590;Q;8630503;0;1;-1
258133;202007;352590;S;9521500;3;0;3
258186;202007;352590;G;4712100;0;1;-1
258325;202007;352590;N;8299799;0;1;-1
258868;202007;352590;N;8111700;0;1;-1
258881;202007;352590;I;5611201;1;0;1
258992;202007;352590;G;4712100;1;0;1
259155;202007;352590;E;3811400;2;0;2
259990;202007;352590;G;4772500;1;0;1
260105;202007;352590;H;4930202;63;12;51
260773;202007;352590;G;4755502;0;1;-1
261002;202007;352590;H;4930201;1;2;-1
261003;202007;352590;Q;8650004;1;0;1
261424;202007;352590;P;8511200;0;3;-3
261433;202007;352590;G;4754701;0;1;-1
261562;202007;352590;P;8511200;0;1;-1
261636;202007;352590;G;4712100;1;0;1
262150;202007;352590;G;4721102;1;0;1
262294;202007;352590;N;8219999;0;1;-1
262303;202007;352590;P;8512100;0;5;-5
263166;202007;352590;N;8112500;1;0;1
263475;202007;352590;S;9603301;0;2;-2
263748;202007;352590;K;6422100;1;0;1
263951;202007;352590;Q;8630504;0;1;-1
264783;202007;352590;H;5112901;0;1;-1
265560;202007;352590;G;4754701;0;1;-1
266441;202007;352590;G;4712100;1;3;-2
267100;202007;352590;M;7112000;1;0;1
267697;202007;352590;N;8121400;0;2;-2
268484;202007;352590;G;4751201;1;0;1
268656;202007;352590;G;4729699;3;0;3
268665;202007;352590;H;5250803;1;0;1
268888;202007;352590;G;4520005;17;3;14
269125;202007;352590;M;7120100;5;2;3
269385;202007;352590;N;8219999;0;1;-1
269456;202007;352590;G;4721104;1;0;1
269827;202007;352590;N;7911200;1;0;1
269873;202007;352590;G;4759801;1;0;1
270324;202007;352590;F;4120400;5;2;3
270337;202007;352590;H;5229002;0;2;-2
270541;202007;352590;H;4930202;0;1;-1
271771;202007;352590;G;4541201;0;1;-1
271779;202007;352590;G;4663000;1;0;1
271944;202007;352590;G;4752100;1;0;1
272469;202007;352590;N;8211300;0;1;-1
272601;202007;352590;F;4120400;0;1;-1
272641;202007;352590;C;3250701;0;1;-1
273976;202007;352590;G;4771702;5;3;2
274047;202007;352590;N;8299799;2;0;2
274528;202007;352590;F;4222701;1;0;1
274975;202007;352590;N;8211300;2;0;2
275602;202007;352590;Q;8630501;1;0;1
275921;202007;352590;M;6920601;0;1;-1
276178;202007;352590;G;4789099;1;0;1
276250;202007;352590;G;4752100;5;0;5
276541;202007;352590;F;4120400;10;1;9
276742;202007;352590;H;4930201;1;2;-1
276906;202007;352590;H;4930202;1;0;1
277378;202007;352590;G;4754701;1;1;0
277444;202007;352590;G;4634601;1;0;1
277859;202007;352590;G;4789004;2;0;2
278038;202007;352590;F;4399199;5;0;5
278218;202007;352590;Q;8711502;1;1;0
278679;202007;352590;G;4687702;0;1;-1
279102;202007;352590;G;4520005;0;2;-2
279117;202007;352590;G;4731800;1;0;1
279332;202007;352590;H;4930201;1;2;-1
279370;202007;352590;H;4923002;0;1;-1
280265;202007;352590;G;4782201;0;1;-1
281344;202007;352590;N;8011101;7;2;5
281757;202007;352590;I;5611201;0;1;-1
281801;202007;352590;J;6190699;0;1;-1
282099;202007;352590;L;6822600;1;2;-1
283272;202007;352590;H;4930202;0;3;-3
283508;202007;352590;N;8111700;2;0;2
283515;202007;352590;G;4722901;0;1;-1
283790;202007;352590;P;8599603;2;0;2
283815;202007;352590;N;7912100;0;4;-4
284548;202007;352590;G;4724500;2;0;2
284955;202007;352590;I;5611201;0;1;-1
285593;202007;352590;G;4723700;1;0;1
285880;202007;352590;S;9601701;0;1;-1
285942;202007;352590;F;4321500;1;3;-2
286033;202007;352590;P;8593700;0;1;-1
286510;202007;352590;G;4520005;1;0;1
286891;202007;352590;I;5611203;0;1;-1
286962;202007;352590;H;5229002;0;1;-1
287230;202007;352590;M;7112000;0;1;-1
288227;202007;352590;P;8511200;0;1;-1
289000;202007;352590;G;4729699;0;1;-1
289078;202007;352590;C;2222600;5;1;4
289374;202007;352590;G;4789004;0;1;-1
289562;202007;352590;H;4930202;0;1;-1
289782;202007;352590;M;7119701;1;0;1
290063;202007;352590;G;4712100;0;1;-1
290185;202007;352590;G;4771701;1;0;1
290573;202007;352590;I;5620104;0;1;-1
291198;202007;352590;C;3212400;1;0;1
291872;202007;352590;I;5611201;0;1;-1
291996;202007;352590;N;8220200;101;74;27
292018;202007;352590;M;7490104;0;1;-1
292600;202007;352590;F;4399103;9;2;7
292699;202007;352590;M;6920601;0;2;-2
293555;202007;352590;J;6202300;2;0;2
294165;202007;352590;H;4930202;3;1;2
294413;202007;352590;G;4520002;0;1;-1
294414;202007;352590;F;4313400;14;0;14
294858;202007;352590;K;6491300;0;1;-1
295180;202007;352590;G;4729699;0;1;-1
296116;202007;352590;I;5611201;0;1;-1
296233;202007;352590;J;6204000;1;0;1
296516;202007;352590;I;5611204;0;1;-1
296622;202007;352590;M;7119703;0;2;-2
296907;202007;352590;F;4330402;0;1;-1
297716;202007;352590;G;4761001;0;1;-1
297870;202007;352590;I;5620104;1;0;1
298458;202007;352590;I;5620104;0;1;-1
298511;202007;352590;J;6201501;0;1;-1
298812;202007;352590;P;8593700;0;1;-1
299068;202007;352590;N;8130300;6;2;4
299162;202007;352590;G;4752100;0;1;-1
299452;202007;352590;F;4120400;53;6;47
299697;202007;352590;C;2222600;1;0;1
299772;202007;352590;S;9602502;1;1;0
300826;202007;352590;F;4330405;16;3;13
301134;202007;352590;G;4530703;0;1;-1
301761;202007;352590;N;8122200;2;0;2
301762;202007;352590;G;4530705;1;1;0
301766;202007;352590;H;4930201;1;0;1
302471;202007;352590;G;4774100;1;0;1
302809;202007;352590;C;3321000;0;1;-1
303226;202007;352590;N;8299799;0;2;-2
303236;202007;352590;G;4789002;0;1;-1
303960;202007;352590;M;7319003;0;2;-2
303969;202007;352590;H;4930201;0;1;-1
304039;202007;352590;I;5612100;0;1;-1
304256;202007;352590;H;4930202;0;2;-2
304770;202007;352590;H;4930202;10;5;5
304902;202007;352590;Q;8712300;7;7;0
305340;202007;352590;Q;8630502;0;1;-1
305557;202007;352590;H;5223100;0;1;-1
305677;202007;352590;C;2222600;2;0;2
306492;202007;352590;I;5611203;0;1;-1
306780;202007;352590;Q;8630504;1;0;1
307163;202007;352590;P;8550302;1;0;1
308160;202007;352590;N;8111700;2;4;-2
308206;202007;352590;H;4930201;2;0;2
310503;202007;352590;G;4712100;4;2;2
310972;202007;352590;N;8111700;0;1;-1
311170;202007;352590;I;5611201;0;2;-2
311248;202007;352590;G;4731800;1;1;0
311286;202007;352590;I;5611201;0;2;-2
312164;202007;352590;C;3314707;0;1;-1
312727;202007;352590;N;8112500;0;1;-1
313046;202007;352590;F;4222701;1;0;1
313669;202007;352590;G;4669999;5;1;4
313685;202007;352590;M;6920601;0;1;-1
313906;202007;352590;G;4712100;1;0;1
315258;202007;352590;N;8220200;1;0;1
315478;202007;352590;C;2222600;0;1;-1
316236;202007;352590;G;4712100;2;0;2
316280;202007;352590;S;9602502;0;1;-1
316347;202007;352590;G;4754701;1;0;1
317357;202007;352590;G;4789099;0;1;-1
317629;202007;352590;G;4721102;1;1;0
317947;202007;352590;H;4930202;18;4;14
318086;202007;352590;H;4930202;1;0;1
318207;202007;352590;C;1091102;0;1;-1
318778;202007;352590;N;8121400;1;0;1
318806;202007;352590;S;9512600;1;0;1
318916;202007;352590;G;4789001;0;1;-1
319175;202007;352590;I;5620101;0;1;-1
319199;202007;352590;G;4712100;0;2;-2
319252;202007;352590;N;8130300;1;0;1
319334;202007;352590;F;4399199;10;0;10
319466;202007;352590;M;6920601;1;0;1
320338;202007;352590;H;4930202;3;1;2
322265;202007;352590;G;4645101;2;20;-18
323632;202007;352590;N;8211300;0;4;-4
324020;202007;352590;G;4721102;0;2;-2
324442;202007;352590;L;6822600;1;0;1
324626;202007;352590;N;8299799;0;2;-2
325708;202007;352590;M;7112000;0;2;-2
325865;202007;352590;S;9609208;0;1;-1
326049;202007;352590;H;5212500;12;9;3
326145;202007;352590;G;4731800;3;2;1
326227;202007;352590;C;1412601;0;10;-10
326505;202007;352590;P;8599603;1;0;1
326975;202007;352590;C;2950600;2;0;2
327017;202007;352590;G;4744003;1;0;1
327321;202007;352590;G;4752100;0;1;-1
327409;202007;352590;F;4330403;0;2;-2
327665;202007;352590;G;4511101;0;1;-1
327868;202007;352590;F;4120400;1;0;1
328377;202007;352590;C;1042200;10;0;10
328402;202007;352590;G;4520001;0;1;-1
328453;202007;352590;G;4754701;1;0;1
328925;202007;352590;G;4649499;1;2;-1
329194;202007;352590;P;8599604;1;1;0
329498;202007;352590;P;8512100;0;3;-3
329599;202007;352590;Q;8630504;0;2;-2
329691;202007;352590;G;4729699;77;4;73
330091;202007;352590;H;4930201;0;1;-1
330543;202007;352590;Q;8630502;1;0;1
330594;202007;352590;N;8111700;0;1;-1
331045;202007;352590;S;9602502;0;2;-2
331078;202007;352590;H;4930202;1;1;0
332358;202007;352590;N;8112500;1;2;-1
332461;202007;352590;I;5620101;8;2;6
332463;202007;352590;I;5620101;1;1;0
332464;202007;352590;I;5620101;1;0;1
332729;202007;352590;G;4742300;2;3;-1
333340;202007;352590;H;5229002;1;0;1
333396;202007;352590;C;3314708;0;1;-1
333570;202007;352590;G;4729699;0;1;-1
333933;202007;352590;S;9521500;1;0;1
334041;202007;352590;L;6821801;1;0;1
334301;202007;352590;G;4646001;0;3;-3
334472;202007;352590;H;5211701;9;3;6
334497;202007;352590;P;8511200;0;2;-2
334641;202007;352590;F;4322302;0;1;-1
335272;202007;352590;P;8599604;1;0;1
335643;202007;352590;N;8220200;21;110;-89
335669;202007;352590;I;5611203;1;0;1
335866;202007;352590;N;8299799;0;1;-1
336065;202007;352590;J;6209100;1;0;1
336235;202007;352590;G;4520001;1;0;1
336896;202007;352590;I;5611201;1;0;1
337596;202007;352590;G;4772500;0;1;-1
337858;202007;352590;G;4633801;1;0;1
338021;202007;352590;I;5620104;1;0;1
338508;202007;352590;F;4120400;2;0;2
338791;202007;352590;F;4221904;11;11;0
338840;202007;352590;I;5611201;0;2;-2
339117;202007;352590;C;2330305;0;1;-1
340595;202007;352590;N;8299799;11;7;4
340633;202007;352590;C;3321000;0;1;-1
340652;202007;352590;N;8111700;5;5;0
340986;202007;352590;H;4930202;3;2;1
341203;202007;352590;F;4110700;0;1;-1
341206;202007;352590;G;4530703;0;1;-1
342001;202007;352590;G;4711302;1;1;0
342643;202007;352590;P;8599604;6;4;2
342775;202007;352590;C;3319800;0;1;-1
343079;202007;352590;C;3312102;0;1;-1
343538;202007;352590;G;4639701;17;9;8
343884;202007;352590;N;8111700;6;2;4
344197;202007;352590;F;4330499;0;3;-3
344417;202007;352590;C;1095300;1;8;-7
345300;202007;352590;I;5611202;0;1;-1
345336;202007;352590;G;4753900;25;5;20
345646;202007;352590;N;8291100;1;1;0
346317;202007;352590;J;6319400;0;1;-1
346689;202007;352590;G;4759899;0;1;-1
346824;202007;352590;G;4771701;1;0;1
347248;202007;352590;N;8219999;0;1;-1
347421;202007;352590;Q;8630504;0;1;-1
347688;202007;352590;C;2943300;2;1;1
347954;202007;352590;J;6209100;2;0;2
348401;202007;352590;I;5611201;1;1;0
348736;202007;352590;G;4754701;0;1;-1
348950;202007;352590;Q;8630503;3;1;2
349119;202007;352590;I;5611203;0;1;-1
349121;202007;352590;I;5611203;0;1;-1
349122;202007;352590;I;5611203;0;1;-1
350499;202007;352590;C;3314707;0;2;-2
350790;202007;352590;J;6204000;0;1;-1
351001;202007;352590;Q;8630503;2;1;1
351226;202007;352590;L;6821801;0;1;-1
351671;202007;352590;F;4120400;0;1;-1
352079;202007;352590;J;6319400;0;1;-1
352237;202007;352590;C;2542000;2;0;2
352407;202007;352590;Q;8711502;3;3;0
352704;202007;352590;G;4781400;1;0;1
352745;202007;352590;G;4744099;0;1;-1
353673;202007;352590;G;4781400;0;1;-1
354055;202007;352590;G;4761003;0;1;-1
354498;202007;352590;K;6462000;2;0;2
354712;202007;352590;C;2943300;5;1;4
354792;202007;352590;G;4744099;1;0;1
354950;202007;352590;H;5250801;1;0;1
355012;202007;352590;H;4930202;0;1;-1
355795;202007;352590;F;4330404;1;1;0
356373;202007;352590;C;2229302;0;1;-1
356421;202007;352590;P;8599603;2;1;1
357138;202007;352590;I;5611201;1;0;1
358775;202007;352590;G;4781400;0;1;-1
358976;202007;352590;H;5212500;0;6;-6
359791;202007;352590;C;2542000;1;0;1
359869;202007;352590;I;5620104;1;0;1
360525;202007;352590;G;4789099;1;0;1
360601;202007;352590;G;4721102;0;1;-1
361549;202007;352590;H;4930202;1;0;1
362379;202007;352590;G;4530703;0;1;-1
362410;202007;352590;I;5611201;1;0;1
362645;202007;352590;G;4744005;1;0;1
362924;202007;352590;G;4520002;0;1;-1
363010;202007;352590;G;4755502;1;0;1
363228;202007;352590;F;4321500;1;0;1
363299;202007;352590;G;4774100;0;1;-1
363340;202007;352590;G;4761001;0;4;-4
363741;202007;352590;C;2229399;0;2;-2
363857;202007;352590;G;4762800;0;1;-1
363970;202007;352590;Q;8690901;1;0;1
364163;202007;352590;H;5250804;11;7;4
364565;202007;352590;N;8291100;0;1;-1
364867;202007;352590;J;6202300;1;0;1
365263;202007;352590;G;4724500;3;0;3
365807;202007;352590;G;4713002;0;1;-1
366992;202007;352590;I;5611203;0;1;-1
367067;202007;352590;G;4520006;2;1;1
367410;202007;352590;G;4721102;2;1;1
367682;202007;352590;H;4930201;4;0;4
368504;202007;352590;M;7319003;0;2;-2
369237;202007;352590;H;4930201;0;1;-1
369362;202007;352590;C;3314713;0;1;-1
369482;202007;352590;J;6319400;1;0;1
369568;202007;352590;A;121101;0;2;-2
370274;202007;352590;G;4771701;1;0;1
370803;202007;352590;F;4330403;3;0;3
371096;202007;352590;H;4930202;1;1;0
371646;202007;352590;Q;8630503;0;1;-1
372164;202007;352590;I;5611203;0;1;-1
372441;202007;352590;R;9321200;0;1;-1
373338;202007;352590;H;4930202;2;0;2
373502;202007;352590;K;6462000;0;2;-2
373603;202007;352590;G;4789004;2;0;2
374534;202007;352590;Q;8630504;1;0;1
374685;202007;352590;I;5611203;1;0;1
374686;202007;352590;I;5611203;0;1;-1
375101;202007;352590;M;7112000;1;0;1
376311;202007;352590;G;4722901;0;1;-1
376576;202007;352590;G;4663000;0;1;-1
376910;202007;352590;G;4687702;1;0;1
377396;202007;352590;G;4520003;2;0;2
377876;202007;352590;G;4744005;1;0;1
378131;202007;352590;Q;8630501;0;1;-1
378372;202007;352590;Q;8640202;3;1;2
378385;202007;352590;G;4711302;2;0;2
378709;202007;352590;N;7820500;1;1;0
378754;202007;352590;F;4399101;3;6;-3
379321;202007;352590;G;4744005;0;2;-2
