;competencia;municipio;secao;subclasse;admitidos;desligados;saldo
528361;202008;352590;G;4774100;1;0;1
528446;202008;352590;C;2091600;0;1;-1
528947;202008;352590;G;4753900;0;3;-3
529011;202008;352590;H;4930202;3;1;2
529014;202008;352590;F;4120400;6;7;-1
529180;202008;352590;C;2019399;1;6;-5
529247;202008;352590;C;2599399;2;1;1
529248;202008;352590;C;2599399;6;6;0
529386;202008;352590;C;2710402;22;5;17
529528;202008;352590;C;2599399;0;1;-1
529911;202008;352590;C;2512800;0;1;-1
529982;202008;352590;R;9312300;2;0;2
529983;202008;352590;G;4744005;0;1;-1
529984;202008;352590;C;2122000;3;0;3
529985;202008;352590;S;9430800;1;0;1
529986;202008;352590;G;4731800;0;1;-1
529987;202008;352590;C;2592602;0;1;-1
529989;202008;352590;G;4721102;1;0;1
529993;202008;352590;K;6550200;5;8;-3
530006;202008;352590;K;6550200;2;4;-2
530044;202008;352590;K;6550200;0;1;-1
530061;202008;352590;F;4399105;0;2;-2
530062;202008;352590;C;1013901;0;1;-1
530063;202008;352590;G;4530703;1;0;1
530064;202008;352590;M;6920601;0;2;-2
530065;202008;352590;S;9521500;0;1;-1
530067;202008;352590;R;9312300;1;0;1
530197;202008;352590;C;2013402;8;5;3
530198;202008;352590;C;2013402;2;0;2
530790;202008;352590;G;4781400;0;2;-2
531170;202008;352590;F;4120400;1;1;0
531185;202008;352590;C;2862300;0;1;-1
531303;202008;352590;G;4782201;1;2;-1
531377;202008;352590;G;4711301;18;3;15
531581;202008;352590;G;4771701;0;1;-1
531792;202008;352590;C;2821601;2;2;0
531802;202008;352590;G;4672900;1;0;1
531803;202008;352590;G;4713002;0;1;-1
531806;202008;352590;O;8411600;3;3;0
532328;202008;352590;C;3250705;1;0;1
532462;202008;352590;C;2063100;8;5;3
532475;202008;352590;C;2651500;0;7;-7
532830;202008;352590;I;5510801;0;1;-1
532841;202008;352590;G;4744002;2;0;2
532866;202008;352590;J;6010100;2;0;2
532867;202008;352590;H;4930202;1;1;0
532868;202008;352590;G;4639701;10;5;5
532887;202008;352590;G;4754701;0;1;-1
532888;202008;352590;F;4313400;3;0;3
532889;202008;352590;H;4929902;0;1;-1
533049;202008;352590;N;8111700;6;2;4
533087;202008;352590;M;6920601;1;0;1
533088;202008;352590;C;2342702;1;0;1
533739;202008;352590;G;4711302;3;3;0
534128;202008;352590;G;4711302;3;0;3
534269;202008;352590;I;5510801;0;1;-1
534417;202008;352590;Q;8640202;3;1;2
534439;202008;352590;Q;8640202;4;2;2
534597;202008;352590;F;4110700;1;0;1
534677;202008;352590;G;4789002;1;0;1
534679;202008;352590;G;4711302;1;1;0
534924;202008;352590;G;4713001;2;0;2
535991;202008;352590;G;4712100;1;0;1
536006;202008;352590;H;4921301;0;6;-6
536247;202008;352590;G;4731800;1;1;0
536777;202008;352590;H;5211799;0;10;-10
536853;202008;352590;Q;8640205;0;3;-3
536891;202008;352590;C;2229399;10;0;10
537063;202008;352590;G;4784900;0;1;-1
537065;202008;352590;G;4731800;1;1;0
537097;202008;352590;G;4781400;2;0;2
537110;202008;352590;G;4781400;1;0;1
537524;202008;352590;I;5620101;0;2;-2
537591;202008;352590;I;5620101;0;3;-3
537650;202008;352590;I;5620101;0;1;-1
537690;202008;352590;I;5620101;0;2;-2
537700;202008;352590;I;5620101;0;1;-1
537794;202008;352590;I;5620101;0;2;-2
537837;202008;352590;I;5620101;1;0;1
538080;202008;352590;G;4772500;0;1;-1
538089;202008;352590;G;4744005;1;0;1
538090;202008;352590;G;4763604;1;0;1
538091;202008;352590;Q;8630503;1;1;0
538093;202008;352590;C;1813099;0;1;-1
538094;202008;352590;M;6920601;1;0;1
538095;202008;352590;P;8599601;2;0;2
538096;202008;352590;G;4530703;1;0;1
538165;202008;352590;P;8599699;0;25;-25
538189;202008;352590;G;4755503;1;0;1
538472;202008;352590;C;1330800;14;14;0
538474;202008;352590;F;4313400;0;1;-1
538804;202008;352590;K;6550200;0;1;-1
538806;202008;352590;K;6550200;2;8;-6
538807;202008;352590;K;6550200;0;1;-1
538970;202008;352590;F;4120400;0;2;-2
538971;202008;352590;G;4731800;1;0;1
538991;202008;352590;H;4921301;1;10;-9
538993;202008;352590;G;4616800;0;1;-1
538997;202008;352590;C;1623400;0;1;-1
538999;202008;352590;C;1122401;1;0;1
539000;202008;352590;G;4711302;0;1;-1
539003;202008;352590;G;4712100;0;1;-1
539004;202008;352590;C;1112700;1;1;0
539005;202008;352590;G;4731800;0;1;-1
539006;202008;352590;G;4744099;4;2;2
539007;202008;352590;C;1112700;2;1;1
539008;202008;352590;G;4530703;1;0;1
539014;202008;352590;P;8513900;1;3;-2
539017;202008;352590;C;2229302;0;11;-11
539020;202008;352590;R;9312300;0;1;-1
539024;202008;352590;C;1033301;1;0;1
539025;202008;352590;C;2219600;2;5;-3
539027;202008;352590;C;1099601;1;1;0
539028;202008;352590;C;1629301;2;6;-4
539033;202008;352590;K;6622300;3;2;1
539037;202008;352590;G;4511104;1;0;1
539038;202008;352590;G;4530705;1;0;1
539039;202008;352590;C;2212900;2;1;1
539041;202008;352590;G;4672900;0;2;-2
539043;202008;352590;H;4929902;2;3;-1
539045;202008;352590;Q;8610101;69;25;44
539046;202008;352590;G;4771701;1;1;0
539047;202008;352590;G;4771701;1;2;-1
539055;202008;352590;G;4731800;1;0;1
539056;202008;352590;G;4711302;2;2;0
539058;202008;352590;G;4711302;0;2;-2
539061;202008;352590;G;4711302;0;2;-2
539063;202008;352590;G;4711302;6;5;1
539065;202008;352590;G;4731800;1;1;0
539066;202008;352590;G;4711302;8;10;-2
539067;202008;352590;G;4711302;4;1;3
539068;202008;352590;G;4711302;16;16;0
539069;202008;352590;G;4711302;1;4;-3
539071;202008;352590;G;4711302;4;7;-3
539072;202008;352590;G;4639701;0;1;-1
539074;202008;352590;G;4711302;5;2;3
539076;202008;352590;G;4711302;1;0;1
539078;202008;352590;G;4711302;3;2;1
539079;202008;352590;G;4711302;5;5;0
539080;202008;352590;G;4711302;15;9;6
539081;202008;352590;H;4921301;0;13;-13
539082;202008;352590;C;1311100;8;2;6
539083;202008;352590;C;1311100;17;29;-12
539084;202008;352590;C;2229301;140;74;66
539085;202008;352590;C;2229301;6;7;-1
539086;202008;352590;C;2229301;7;15;-8
539087;202008;352590;C;2229301;2;2;0
539088;202008;352590;P;8513900;1;1;0
539092;202008;352590;I;5590699;0;1;-1
539095;202008;352590;G;4721102;1;0;1
539096;202008;352590;G;4511101;1;0;1
539097;202008;352590;R;9329899;0;1;-1
539103;202008;352590;S;9430800;1;1;0
539104;202008;352590;C;1813099;0;1;-1
539111;202008;352590;Q;8610101;4;3;1
539114;202008;352590;S;9430800;1;0;1
539115;202008;352590;P;8511200;1;0;1
539117;202008;352590;Q;8610101;9;17;-8
539120;202008;352590;C;2342702;1;1;0
539122;202008;352590;Q;8800600;0;1;-1
539123;202008;352590;P;8511200;0;2;-2
539130;202008;352590;G;4744005;1;1;0
539131;202008;352590;Q;8711502;3;2;1
539132;202008;352590;G;4635499;0;1;-1
539135;202008;352590;G;4744099;1;0;1
539139;202008;352590;G;4711302;2;3;-1
539140;202008;352590;G;4711302;5;3;2
539141;202008;352590;G;4711302;0;2;-2
539142;202008;352590;G;4711302;3;3;0
539144;202008;352590;G;4711302;1;1;0
539147;202008;352590;F;4221902;0;1;-1
539148;202008;352590;M;6920601;3;0;3
539149;202008;352590;G;4731800;1;0;1
539156;202008;352590;S;9420100;0;1;-1
539158;202008;352590;S;9491000;1;4;-3
539160;202008;352590;S;9491000;0;1;-1
539163;202008;352590;S;9491000;1;0;1
539164;202008;352590;S;9491000;1;0;1
539168;202008;352590;G;4633801;7;6;1
539171;202008;352590;P;8531700;0;1;-1
539177;202008;352590;S;9491000;1;0;1
539179;202008;352590;S;9491000;1;1;0
539450;202008;352590;N;8299706;0;1;-1
539451;202008;352590;M;6920601;0;1;-1
539476;202008;352590;C;2071100;2;2;0
539719;202008;352590;C;1013901;4;9;-5
540111;202008;352590;N;8299799;0;1;-1
540112;202008;352590;Q;8640202;0;2;-2
540115;202008;352590;Q;8640202;0;1;-1
540116;202008;352590;Q;8640202;0;1;-1
540117;202008;352590;Q;8640202;0;1;-1
540118;202008;352590;H;4930202;0;3;-3
540144;202008;352590;Q;8610101;6;4;2
540175;202008;352590;P;8520100;1;3;-2
540176;202008;352590;S;9430800;0;1;-1
540177;202008;352590;S;9499500;1;1;0
540187;202008;352590;G;4647801;0;3;-3
540402;202008;352590;C;3250707;2;1;1
540479;202008;352590;C;2342702;18;1;17
540494;202008;352590;G;4661300;20;2;18
540567;202008;352590;I;5611201;1;0;1
540638;202008;352590;E;3702900;1;0;1
540651;202008;352590;G;4744001;0;1;-1
540653;202008;352590;N;8112500;2;0;2
540654;202008;352590;N;8112500;0;1;-1
540655;202008;352590;N;7820500;0;1;-1
540700;202008;352590;G;4639701;0;2;-2
540702;202008;352590;G;4771702;0;1;-1
540744;202008;352590;H;4930202;1;3;-2
540764;202008;352590;G;4782201;2;0;2
540765;202008;352590;G;4782201;0;2;-2
540908;202008;352590;H;4930202;2;0;2
540969;202008;352590;G;4771702;6;4;2
541136;202008;352590;G;4530703;1;0;1
541149;202008;352590;G;4530701;1;0;1
541278;202008;352590;G;4721102;1;0;1
541301;202008;352590;C;1031700;6;3;3
541623;202008;352590;G;4789004;1;0;1
541833;202008;352590;G;4669999;1;0;1
542213;202008;352590;F;4399199;1;0;1
542232;202008;352590;G;4771701;0;1;-1
542780;202008;352590;G;4732600;0;1;-1
542807;202008;352590;K;6424703;3;0;3
542898;202008;352590;Q;8640203;0;1;-1
542937;202008;352590;H;4930202;1;0;1
542939;202008;352590;Q;8711501;1;2;-1
542941;202008;352590;M;7112000;1;0;1
542942;202008;352590;M;7112000;0;1;-1
542944;202008;352590;P;8513900;2;1;1
542945;202008;352590;K;6622300;0;1;-1
543059;202008;352590;G;4712100;1;0;1
543191;202008;352590;C;3101200;2;0;2
543473;202008;352590;C;3101200;0;1;-1
543643;202008;352590;G;4712100;1;0;1
543644;202008;352590;G;4712100;0;1;-1
543813;202008;352590;G;4744005;1;0;1
543868;202008;352590;F;4313400;1;0;1
543870;202008;352590;P;8512100;0;6;-6
543922;202008;352590;G;4511101;8;1;7
544015;202008;352590;C;1093702;1;1;0
544339;202008;352590;G;4789007;2;0;2
544468;202008;352590;F;4399199;3;0;3
544568;202008;352590;H;4923002;0;1;-1
545014;202008;352590;G;4731800;0;1;-1
545042;202008;352590;F;4313400;0;2;-2
545049;202008;352590;C;2829199;0;1;-1
545127;202008;352590;L;6810202;1;1;0
545168;202008;352590;G;4520001;1;0;1
545170;202008;352590;G;4771702;1;0;1
545186;202008;352590;G;4649499;1;0;1
545191;202008;352590;C;2823200;0;2;-2
545197;202008;352590;C;3101200;0;1;-1
545287;202008;352590;G;4661300;4;1;3
545359;202008;352590;C;2449199;1;1;0
545506;202008;352590;G;4520001;1;0;1
545700;202008;352590;I;5510803;0;2;-2
545858;202008;352590;G;4649403;2;0;2
546254;202008;352590;G;4511102;1;0;1
546284;202008;352590;K;6550200;3;2;1
546285;202008;352590;Q;8630502;0;1;-1
546286;202008;352590;Q;8610102;4;2;2
546288;202008;352590;Q;8610101;2;1;1
546299;202008;352590;G;4673700;1;0;1
546508;202008;352590;G;4744005;1;0;1
546510;202008;352590;G;4761003;0;1;-1
546681;202008;352590;F;4321500;0;4;-4
546933;202008;352590;C;3314708;0;1;-1
546956;202008;352590;G;4541205;1;2;-1
547458;202008;352590;H;4930202;2;2;0
547558;202008;352590;K;6493000;0;1;-1
547717;202008;352590;C;2592602;2;2;0
547815;202008;352590;H;4930202;1;2;-1
547839;202008;352590;C;1094500;1;0;1
547979;202008;352590;K;6493000;1;0;1
548334;202008;352590;N;8219901;0;1;-1
548361;202008;352590;I;5611201;3;2;1
548362;202008;352590;I;5611201;0;3;-3
548435;202008;352590;C;2229302;0;1;-1
548466;202008;352590;G;4647801;0;1;-1
548467;202008;352590;N;8121400;3;2;1
548468;202008;352590;H;5223100;0;1;-1
548469;202008;352590;H;5223100;2;0;2
548707;202008;352590;G;4789099;1;0;1
548767;202008;352590;F;4221902;1;0;1
548812;202008;352590;G;4781400;0;1;-1
548816;202008;352590;H;4929902;8;6;2
548849;202008;352590;G;4789099;2;0;2
549057;202008;352590;G;4635402;11;9;2
549146;202008;352590;C;2229399;18;6;12
549173;202008;352590;H;4930202;0;1;-1
549209;202008;352590;Q;8640205;9;3;6
549244;202008;352590;N;7739099;1;0;1
549246;202008;352590;P;8512100;3;1;2
549253;202008;352590;N;8112500;1;1;0
549254;202008;352590;N;8112500;0;1;-1
549255;202008;352590;Q;8640202;1;2;-1
549305;202008;352590;G;4781400;0;5;-5
549365;202008;352590;C;2944100;7;3;4
549394;202008;352590;C;1629301;3;1;2
549508;202008;352590;I;5510803;0;1;-1
549805;202008;352590;F;4292802;13;5;8
549876;202008;352590;G;4772500;0;1;-1
549890;202008;352590;H;4930202;0;2;-2
549920;202008;352590;G;4721102;1;0;1
549940;202008;352590;K;6550200;1;2;-1
550035;202008;352590;E;3839401;2;0;2
550160;202008;352590;H;4930202;2;0;2
550211;202008;352590;C;1091101;0;1;-1
550213;202008;352590;H;4930202;0;1;-1
550240;202008;352590;G;4741500;2;0;2
550437;202008;352590;G;4731800;1;0;1
550462;202008;352590;C;1314600;11;2;9
550463;202008;352590;G;4530703;2;0;2
551125;202008;352590;C;2032100;0;2;-2
551255;202008;352590;G;4789099;0;1;-1
551269;202008;352590;G;4771701;2;0;2
551368;202008;352590;C;2522500;13;8;5
551629;202008;352590;Q;8610101;6;3;3
551672;202008;352590;C;2014200;1;2;-1
551808;202008;352590;C;2599399;0;2;-2
551811;202008;352590;C;2812700;1;0;1
551854;202008;352590;K;6422100;0;1;-1
552526;202008;352590;C;2222600;0;4;-4
552553;202008;352590;I;5612100;1;0;1
552763;202008;352590;G;4744005;1;1;0
552772;202008;352590;G;4511104;0;1;-1
552806;202008;352590;C;2539000;0;6;-6
552807;202008;352590;C;2539000;0;3;-3
553077;202008;352590;G;4633802;3;0;3
553078;202008;352590;G;4633802;0;1;-1
553312;202008;352590;C;3104700;2;0;2
553418;202008;352590;Q;8640212;1;2;-1
553424;202008;352590;Q;8640212;1;0;1
553447;202008;352590;S;9491000;1;0;1
553752;202008;352590;C;2949299;1;0;1
553808;202008;352590;G;4713001;1;0;1
554012;202008;352590;G;4713004;9;1;8
554030;202008;352590;G;4646001;1;0;1
554195;202008;352590;M;7420003;0;1;-1
554201;202008;352590;C;2591800;15;1;14
554257;202008;352590;G;4635402;4;13;-9
554265;202008;352590;C;1122401;6;5;1
554391;202008;352590;C;1721400;0;16;-16
554494;202008;352590;G;4711302;2;1;1
555162;202008;352590;G;4771701;0;1;-1
555186;202008;352590;G;4771701;1;0;1
555357;202008;352590;G;4771701;1;0;1
555469;202008;352590;G;4771701;0;1;-1
555617;202008;352590;C;2949299;2;0;2
556011;202008;352590;N;8211300;4;7;-3
556123;202008;352590;C;1411801;8;8;0
556273;202008;352590;G;4771701;0;2;-2
556424;202008;352590;G;4771701;0;1;-1
556458;202008;352590;G;4771701;0;1;-1
556588;202008;352590;G;4771701;2;1;1
556591;202008;352590;G;4771701;1;0;1
556693;202008;352590;G;4771701;1;1;0
556737;202008;352590;G;4771701;1;0;1
556748;202008;352590;G;4771701;3;0;3
556800;202008;352590;G;4771701;0;1;-1
556820;202008;352590;G;4771701;2;0;2
557017;202008;352590;G;4771701;2;0;2
557090;202008;352590;G;4771701;1;0;1
557203;202008;352590;G;4771701;0;1;-1
557426;202008;352590;Q;8800600;5;11;-6
557477;202008;352590;G;4635402;3;0;3
557724;202008;352590;J;6202300;0;1;-1
557728;202008;352590;P;8512100;0;1;-1
557731;202008;352590;N;8121400;18;10;8
557830;202008;352590;G;4782202;0;2;-2
558277;202008;352590;C;3314704;1;0;1
558591;202008;352590;G;4759899;1;1;0
558691;202008;352590;I;5612100;1;0;1
558697;202008;352590;C;2592601;2;0;2
559421;202008;352590;P;8541400;0;2;-2
559436;202008;352590;P;8541400;0;1;-1
559549;202008;352590;G;4789002;3;1;2
559561;202008;352590;C;2229301;2;0;2
559692;202008;352590;G;4744099;0;1;-1
559713;202008;352590;N;7721700;0;1;-1
559721;202008;352590;G;4530701;1;2;-1
560610;202008;352590;J;6209100;2;5;-3
560621;202008;352590;Q;8660700;7;8;-1
561189;202008;352590;L;6821802;0;1;-1
561340;202008;352590;F;4120400;0;1;-1
561344;202008;352590;C;3314710;6;3;3
561619;202008;352590;I;5510803;0;4;-4
562338;202008;352590;H;4930202;1;0;1
562348;202008;352590;F;4330401;0;2;-2
562616;202008;352590;G;4711302;27;10;17
562664;202008;352590;C;1099699;1;4;-3
562760;202008;352590;F;4211101;0;1;-1
562865;202008;352590;G;4771702;1;1;0
563359;202008;352590;G;4684201;1;0;1
563410;202008;352590;N;7739099;4;0;4
563429;202008;352590;I;5611203;0;1;-1
563430;202008;352590;I;5611203;1;5;-4
563547;202008;352590;G;4789099;2;0;2
564012;202008;352590;N;8111700;1;38;-37
564013;202008;352590;M;6920601;1;0;1
564030;202008;352590;P;8512100;0;2;-2
564031;202008;352590;N;8112500;0;1;-1
564032;202008;352590;Q;8690999;0;1;-1
564041;202008;352590;P;8513900;0;1;-1
564042;202008;352590;P;8513900;0;1;-1
564044;202008;352590;N;8112500;0;1;-1
564046;202008;352590;N;8112500;1;0;1
564047;202008;352590;Q;8630501;0;2;-2
564049;202008;352590;Q;8640207;1;7;-6
564123;202008;352590;G;4771701;3;1;2
564124;202008;352590;G;4771701;1;0;1
564125;202008;352590;G;4771701;1;0;1
564198;202008;352590;G;4744005;1;0;1
564360;202008;352590;C;2014200;3;3;0
564383;202008;352590;C;1013901;2;1;1
564451;202008;352590;F;4120400;14;2;12
564487;202008;352590;C;2222600;4;0;4
564674;202008;352590;G;4729699;0;1;-1
564764;202008;352590;G;4520001;0;1;-1
565043;202008;352590;I;5620101;1;3;-2
565197;202008;352590;N;8112500;0;1;-1
565286;202008;352590;G;4744005;3;1;2
565320;202008;352590;G;4623199;1;0;1
565335;202008;352590;H;4930202;1;2;-1
566478;202008;352590;J;6203100;0;2;-2
566612;202008;352590;C;2543800;0;2;-2
566917;202008;352590;I;5611201;0;2;-2
566947;202008;352590;G;4753900;1;1;0
566951;202008;352590;G;4771702;0;1;-1
566974;202008;352590;G;4530703;1;0;1
568434;202008;352590;G;4511101;9;1;8
568575;202008;352590;C;2229301;50;26;24
568778;202008;352590;F;4110700;2;1;1
568857;202008;352590;N;7739099;1;1;0
569002;202008;352590;G;4754702;1;0;1
569135;202008;352590;G;4744005;1;0;1
569170;202008;352590;G;4741500;1;0;1
569173;202008;352590;G;4741500;0;1;-1
569180;202008;352590;G;4741500;0;2;-2
569210;202008;352590;G;4744005;0;1;-1
570118;202008;352590;C;3299099;0;1;-1
570367;202008;352590;G;4771702;1;0;1
570489;202008;352590;G;4663000;2;0;2
570501;202008;352590;G;4530703;0;1;-1
570563;202008;352590;F;4299599;0;1;-1
570612;202008;352590;G;4789099;0;2;-2
570627;202008;352590;G;4731800;0;1;-1
570645;202008;352590;G;4692300;2;1;1
571402;202008;352590;G;4635402;0;1;-1
572488;202008;352590;H;5310502;2;0;2
572496;202008;352590;H;5223100;0;1;-1
572539;202008;352590;H;5310502;1;1;0
572959;202008;352590;C;1330800;3;0;3
572971;202008;352590;G;4789002;0;1;-1
573050;202008;352590;G;4744099;1;1;0
573126;202008;352590;G;4711302;2;1;1
573162;202008;352590;C;2869100;0;1;-1
573186;202008;352590;M;7490104;0;1;-1
573248;202008;352590;N;7820500;0;1;-1
574074;202008;352590;G;4711301;13;11;2
574425;202008;352590;I;5620101;0;3;-3
574636;202008;352590;C;2349401;23;3;20
574642;202008;352590;N;8211300;5;0;5
575122;202008;352590;H;4930202;2;5;-3
576127;202008;352590;G;4672900;12;0;12
576154;202008;352590;H;4930202;1;1;0
576765;202008;352590;C;2812700;1;2;-1
577472;202008;352590;H;4930203;2;0;2
579209;202008;352590;H;4930202;0;1;-1
579321;202008;352590;G;4781400;1;0;1
579909;202008;352590;G;4530703;3;2;1
580355;202008;352590;G;4711301;0;2;-2
585427;202008;352590;H;4930202;2;1;1
586772;202008;352590;G;4679604;0;1;-1
587217;202008;352590;C;3314710;33;4;29
588112;202008;352590;G;4541201;1;2;-1
588133;202008;352590;G;4783101;0;2;-2
591620;202008;352590;G;4661300;0;1;-1
593362;202008;352590;H;4930202;10;3;7
594147;202008;352590;G;4751201;1;1;0
594573;202008;352590;C;1733800;6;1;5
594574;202008;352590;C;1733800;3;1;2
595833;202008;352590;K;6422100;0;1;-1
595885;202008;352590;K;6422100;0;1;-1
595886;202008;352590;K;6422100;0;1;-1
599143;202008;352590;G;4781400;0;1;-1
602827;202008;352590;C;1733800;8;4;4
602978;202008;352590;N;7732201;1;0;1
603300;202008;352590;G;4721102;1;0;1
603304;202008;352590;E;3832700;1;1;0
603305;202008;352590;I;5620101;3;1;2
603458;202008;352590;I;5611201;0;1;-1
603464;202008;352590;C;2829199;1;0;1
603507;202008;352590;C;2599399;0;1;-1
604102;202008;352590;N;8299799;0;1;-1
604409;202008;352590;F;4330401;5;0;5
604705;202008;352590;G;4752100;1;0;1
604952;202008;352590;C;2813500;26;5;21
604953;202008;352590;C;2349401;5;13;-8
618255;202008;352590;A;132600;0;1;-1
620040;202008;352590;Q;8630504;0;1;-1
621600;202008;352590;M;6912500;6;0;6
191;202101;352590;C;2229399;3;0;3
461;202101;352590;G;4751201;0;1;-1
531;202101;352590;F;4329103;0;1;-1
1351;202101;352590;Q;8640202;3;0;3
1612;202101;352590;K;6622300;1;0;1
2716;202101;352590;C;2599399;1;2;-1
2765;202101;352590;G;4712100;1;0;1
2870;202101;352590;L;6810202;1;0;1
3531;202101;352590;C;2812700;4;2;2
3641;202101;352590;C;1091101;0;1;-1
3643;202101;352590;G;4744005;0;1;-1
4064;202101;352590;C;2222600;3;2;1
4192;202101;352590;C;2949299;38;9;29
4302;202101;352590;G;4754703;1;0;1
4333;202101;352590;G;4672900;3;0;3
5225;202101;352590;C;2040100;9;5;4
5354;202101;352590;N;7739099;1;1;0
5427;202101;352590;H;4924800;0;2;-2
5454;202101;352590;N;7810800;7;151;-144
5658;202101;352590;K;6622300;1;1;0
5770;202101;352590;Q;8610102;1;0;1
5885;202101;352590;H;5229002;0;1;-1
5965;202101;352590;G;4744001;0;1;-1
6891;202101;352590;C;1732000;1;0;1
7232;202101;352590;G;4757100;0;25;-25
7432;202101;352590;G;4753900;2;8;-6
9008;202101;352590;Q;8711502;6;2;4
9052;202101;352590;G;4721102;0;1;-1
9240;202101;352590;C;3101200;1;0;1
9531;202101;352590;G;4649404;0;1;-1
9633;202101;352590;G;4672900;1;2;-1
10421;202101;352590;M;6920601;1;0;1
10841;202101;352590;G;4530703;1;0;1
11592;202101;352590;S;9529199;2;0;2
11957;202101;352590;L;6810202;1;0;1
12009;202101;352590;G;4754701;1;1;0
12393;202101;352590;S;9603304;2;1;1
12410;202101;352590;H;5211701;7;6;1
13009;202101;352590;G;4772500;1;0;1
13314;202101;352590;G;4530703;0;1;-1
13336;202101;352590;I;5611203;1;0;1
13455;202101;352590;Q;8610101;1;7;-6
13596;202101;352590;N;8112500;1;0;1
13787;202101;352590;G;4633801;1;0;1
14089;202101;352590;C;2342702;5;3;2
14346;202101;352590;G;4763604;1;1;0
14714;202101;352590;J;6203100;2;1;1
14842;202101;352590;H;4929902;6;6;0
15036;202101;352590;S;9601703;9;1;8
